Respondent ID,Division,Which of the following best describes your position level?,Which generation are you apart of?,Please select the gender in which you identify.,Which duration range best aligns with your tenure at your company?,Which of the following best describes your employment type?,Question - Subquestion,Answer,Total Respondants,Same Answers
5044294817,Legal,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
2899153341,Executive,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
3550987529,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
4228546491,Information Technology,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
9597476932,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
6588311032,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
6776579131,Commercial,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
1962504465,Information Technology,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
3206389468,Commercial,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
1220878407,Executive,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
3933988341,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 2,116,16
1494621946,Infrastructure,Chief / Executive,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
3120678959,Finance,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
7852677398,People,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
2781168270,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
9298970467,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
6912636653,Finance,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
6983214026,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
1426184525,Finance,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 3,116,8
8035211358,Commercial,Manager,Prefer not to answer,Prefer not to answer,5-10 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
1587370284,Finance,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
9939738223,Finance,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
5794920197,Legal,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
4870706994,Commercial,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
6206953310,Executive,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
9183378071,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
4008763646,Infrastructure,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
5282809243,Finance,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
7103482882,Infrastructure,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
1001882880,Infrastructure,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
8253262223,People,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 4,116,13
8546027678,Finance,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
5081486733,Port Security & Emergency Operations,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
5297870739,Commercial,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
8087395217,Infrastructure,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
6225804357,Rather not say,Manager,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
7133066581,Information Technology,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
5202048947,People,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
1859209548,Infrastructure,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
1368436554,Infrastructure,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
9137601822,Finance,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
3370365802,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
9920755555,Port Operations,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 5,116,12
3399511781,Infrastructure,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
1321967343,Legal,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
7276390477,Information Technology,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
2618791107,Infrastructure,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
9323454815,Finance,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
7819918439,People,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
8585347438,Infrastructure,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
2817787256,Information Technology,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
3184415812,Port Operations,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
1967962301,Port Operations,Department Lead,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
8708081021,Port Security & Emergency Operations,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
2375491161,Information Technology,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
1021794253,Commercial,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
1264208927,Port Security & Emergency Operations,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
1485638866,Infrastructure,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
6903105973,Finance,Manager,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
5953471955,People,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 6,116,17
2658722536,Finance,Staff,,,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
9736526482,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
3555213031,Legal,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
4166850362,Infrastructure,Staff,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
2603687810,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
7481772195,Information Technology,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
4625088666,Finance,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
9806832932,Executive,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
9748686287,People,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
3860289517,Government & Public Relations,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
5350663671,Information Technology,Department Lead,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
6478560213,Information Technology,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
1914548336,Finance,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
9625886165,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
2254451126,Port Security & Emergency Operations,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 7,116,15
4044163394,Infrastructure,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
9051604151,Commercial,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
9270992319,Information Technology,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
2888589302,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
4211032639,Infrastructure,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
9806028857,0,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
3564004995,Infrastructure,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
4617669690,Legal,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
8008971893,Executive,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
8895572278,Infrastructure,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
9328885416,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
3966690436,Infrastructure,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
7963965247,Executive,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
7325851635,Infrastructure,Manager,Millennial (born between 1981-2000),Prefer not to answer,3-5 years,Full time Employee,Question 6 - Response 1,Answer 8,116,14
4383571615,Infrastructure,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
9939738223,Finance,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
5382550855,Finance,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
6225804357,Rather not say,Manager,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
7164689614,Port Security & Emergency Operations,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
1941311372,Infrastructure,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
8253262223,People,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 6 - Response 2,Answer 1,104,7
5379192392,Infrastructure,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 6 - Response 2,Answer 2,104,18
3356802928,Port Operations,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 6 - Response 2,Answer 2,104,18
